,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[11],-0.036,0.022,-0.075,0.007,0.003,0.001,50.214,294.251,1.06
u0[12],0.097,0.022,0.058,0.139,0.003,0.001,42.935,198.569,1.067
u0[13],0.463,0.037,0.393,0.531,0.003,0.0,122.472,1219.063,1.026
u0[14],0.028,0.022,-0.016,0.068,0.003,0.001,50.081,243.12,1.057
u0[15],-0.417,0.023,-0.462,-0.376,0.003,0.001,55.402,249.446,1.053
u0[16],-0.007,0.025,-0.056,0.039,0.003,0.001,71.624,466.603,1.043
u0[17],0.137,0.022,0.099,0.18,0.003,0.001,44.234,244.782,1.064
u0[18],-0.34,0.126,-0.578,-0.107,0.001,0.001,7139.56,6378.848,1.001
u0[19],-0.214,0.022,-0.253,-0.17,0.003,0.001,47.308,184.306,1.061
u0[20],-0.107,0.022,-0.146,-0.064,0.003,0.001,49.287,193.49,1.058
u0[21],-0.02,0.023,-0.062,0.023,0.003,0.001,49.95,285.248,1.058
u0[22],0.211,0.021,0.172,0.252,0.003,0.001,46.844,196.791,1.063
u0[23],-0.247,0.022,-0.288,-0.206,0.003,0.001,48.487,171.941,1.058
u0[24],-0.405,0.022,-0.445,-0.363,0.003,0.001,47.731,188.668,1.06
u0[25],0.278,0.022,0.238,0.32,0.003,0.001,46.212,211.13,1.061
u0[26],0.309,0.022,0.269,0.35,0.003,0.001,44.006,201.865,1.064
u0[27],-0.131,0.03,-0.188,-0.075,0.003,0.001,142.725,594.868,1.026
u0[28],-0.032,0.022,-0.073,0.006,0.003,0.001,47.945,193.834,1.062
u0[29],0.15,0.022,0.108,0.191,0.003,0.001,50.508,169.801,1.057
u0[30],0.213,0.022,0.172,0.253,0.003,0.001,45.681,174.279,1.063
u0[31],0.141,0.023,0.097,0.184,0.003,0.001,52.283,235.504,1.054
u0[32],-0.052,0.024,-0.097,-0.009,0.003,0.001,54.25,296.921,1.052
u0[33],-0.184,0.021,-0.225,-0.144,0.003,0.001,45.641,312.51,1.062
u0[34],0.106,0.022,0.064,0.146,0.003,0.001,49.239,201.763,1.059
u0[35],0.076,0.019,0.039,0.11,0.003,0.001,34.583,132.831,1.083
u0[36],-0.189,0.022,-0.23,-0.147,0.003,0.001,47.916,175.04,1.06
u0[37],0.219,0.022,0.178,0.261,0.003,0.001,46.864,247.704,1.062
u0[38],-0.159,0.022,-0.2,-0.118,0.003,0.001,46.461,229.182,1.061
u0[39],0.01,0.022,-0.031,0.052,0.003,0.001,47.811,216.287,1.06
u0[40],-0.242,0.106,-0.435,-0.038,0.001,0.001,6170.958,5752.558,1.002
u0[41],-0.048,0.025,-0.096,-0.003,0.003,0.001,61.499,493.267,1.047
u0[42],0.066,0.022,0.024,0.106,0.003,0.001,40.402,158.283,1.068
u0[43],-0.068,0.023,-0.111,-0.025,0.003,0.001,49.727,235.136,1.056
u0[44],0.082,0.022,0.039,0.12,0.003,0.001,47.716,245.063,1.061
u0[45],-0.146,0.023,-0.192,-0.103,0.003,0.001,52.096,250.434,1.056
u0[46],-0.411,0.022,-0.455,-0.371,0.003,0.001,51.574,257.589,1.058
u0[47],0.067,0.022,0.025,0.107,0.003,0.001,49.086,207.37,1.06
u0[48],-0.409,0.023,-0.453,-0.366,0.003,0.001,52.184,186.431,1.056
u0[49],0.421,0.023,0.38,0.465,0.003,0.001,51.568,218.577,1.056
u0[50],-0.057,0.024,-0.102,-0.013,0.003,0.001,48.359,234.342,1.058
u0[51],-0.229,0.022,-0.269,-0.186,0.003,0.001,49.111,251.441,1.058
u0[52],-0.047,0.022,-0.085,-0.004,0.003,0.001,44.327,214.226,1.065
u0[53],0.023,0.023,-0.019,0.065,0.003,0.001,46.8,170.464,1.06
u0[54],0.06,0.034,-0.005,0.123,0.003,0.001,125.454,1291.515,1.026
u0[55],0.386,0.022,0.345,0.425,0.003,0.001,44.384,212.528,1.062
u0[56],-0.149,0.022,-0.19,-0.108,0.003,0.001,47.099,174.23,1.06
u0[57],0.322,0.023,0.28,0.364,0.003,0.001,45.087,202.003,1.062
u0[58],-0.441,0.144,-0.721,-0.173,0.002,0.002,6738.704,5880.919,1.0
u0[59],-0.057,0.022,-0.1,-0.018,0.003,0.001,44.598,183.03,1.064
u0[60],-0.019,0.022,-0.06,0.021,0.003,0.001,51.022,281.775,1.056
u0[61],-0.417,0.177,-0.751,-0.09,0.002,0.002,5601.891,5998.464,1.001
u0[62],-0.315,0.024,-0.36,-0.272,0.003,0.001,52.021,287.391,1.054
u0[63],-0.167,0.022,-0.209,-0.129,0.003,0.001,51.503,269.82,1.058
u0[64],-0.228,0.022,-0.268,-0.188,0.003,0.001,51.088,162.505,1.057
u0[65],-0.055,0.022,-0.096,-0.016,0.003,0.001,44.006,204.024,1.065
u0[66],0.214,0.023,0.171,0.256,0.003,0.001,49.521,351.76,1.058
u0[67],-0.12,0.023,-0.165,-0.078,0.003,0.001,54.071,303.301,1.054
u0[68],0.225,0.019,0.189,0.262,0.003,0.001,35.701,96.831,1.082
u0[69],-0.116,0.037,-0.184,-0.048,0.003,0.001,147.496,1356.178,1.023
u0[70],-0.417,0.022,-0.458,-0.376,0.003,0.001,42.936,172.507,1.065
u0[71],0.322,0.022,0.277,0.361,0.003,0.001,53.331,228.878,1.055
u0[72],-0.147,0.021,-0.188,-0.107,0.003,0.001,43.513,188.903,1.065
u0[73],-0.202,0.02,-0.24,-0.165,0.003,0.001,37.084,184.984,1.076
u0[74],-0.184,0.019,-0.22,-0.148,0.003,0.001,31.808,136.793,1.088
u0[75],0.125,0.029,0.07,0.178,0.003,0.001,92.378,657.357,1.033
u0[76],0.246,0.021,0.207,0.286,0.003,0.001,45.002,151.1,1.064
u0[77],-0.16,0.023,-0.203,-0.114,0.003,0.001,51.665,265.224,1.055
u0[78],0.007,0.023,-0.037,0.05,0.003,0.001,54.712,295.649,1.053
u0[79],0.123,0.023,0.079,0.165,0.003,0.001,54.529,219.621,1.053
u0[80],0.086,0.022,0.045,0.127,0.003,0.001,48.811,247.901,1.059
u0[81],0.017,0.022,-0.024,0.058,0.003,0.001,47.736,178.934,1.061
u0[82],-0.251,0.022,-0.293,-0.21,0.003,0.001,49.851,237.972,1.058
u0[83],-0.007,0.019,-0.043,0.029,0.003,0.001,34.575,105.261,1.083
u0[84],-0.053,0.019,-0.089,-0.018,0.003,0.001,34.424,115.551,1.084
u0[85],0.249,0.022,0.208,0.29,0.003,0.001,48.684,194.397,1.059
u0[86],-0.376,0.024,-0.421,-0.333,0.003,0.001,52.594,295.511,1.054
u0[87],-0.053,0.022,-0.095,-0.012,0.003,0.001,48.111,167.345,1.06
u0[88],-0.253,0.022,-0.296,-0.213,0.003,0.001,46.174,240.971,1.061
u0[89],0.162,0.022,0.122,0.205,0.003,0.001,44.637,210.667,1.063
u0[90],0.159,0.021,0.117,0.197,0.003,0.001,45.599,177.899,1.063
u0[91],0.137,0.023,0.094,0.179,0.003,0.001,50.104,263.585,1.057
u0[92],0.352,0.022,0.313,0.395,0.003,0.001,45.035,242.642,1.064
u0[93],0.1,0.043,0.023,0.182,0.002,0.0,379.345,2978.77,1.013
u0[94],-0.369,0.022,-0.41,-0.328,0.003,0.001,46.924,184.657,1.06
u0[95],-0.324,0.022,-0.363,-0.283,0.003,0.001,45.906,237.063,1.061
u0[96],0.334,0.021,0.294,0.374,0.003,0.001,48.326,203.439,1.063
u0[97],0.058,0.022,0.017,0.099,0.003,0.001,45.781,219.804,1.063
u0[98],0.103,0.022,0.063,0.144,0.003,0.001,47.314,145.905,1.061
u0[99],0.147,0.022,0.107,0.188,0.003,0.001,46.993,193.289,1.062
u0[100],-0.072,0.033,-0.132,-0.008,0.003,0.001,124.327,1142.507,1.027
u0[101],-0.072,0.023,-0.115,-0.031,0.003,0.001,48.814,248.938,1.059
u0[102],-0.238,0.023,-0.281,-0.194,0.003,0.001,54.513,221.888,1.051
u0[103],-0.031,0.02,-0.067,0.007,0.003,0.001,37.348,155.393,1.078
u0[104],-0.26,0.022,-0.302,-0.22,0.003,0.001,47.781,208.325,1.06
