,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0_raw[165],-1.122,0.12,-1.353,-0.909,0.029,0.006,16.451,114.403,1.173
u0_raw[166],1.715,0.139,1.461,1.97,0.014,0.004,95.904,484.509,1.011
u0_raw[167],1.022,0.113,0.815,1.231,0.013,0.004,81.711,455.952,1.026
u0_raw[168],-0.437,0.106,-0.634,-0.238,0.023,0.005,20.906,161.772,1.13
u0_raw[169],0.283,0.102,0.092,0.469,0.016,0.004,40.727,232.813,1.069
u0_raw[170],0.2,0.103,0.005,0.387,0.017,0.004,35.908,182.076,1.075
u0_raw[171],-0.174,0.107,-0.368,0.035,0.021,0.004,27.041,195.11,1.098
u0_raw[172],0.169,0.103,-0.029,0.358,0.018,0.004,34.182,232.002,1.078
u0_raw[173],-1.02,0.128,-1.256,-0.779,0.029,0.006,19.917,165.486,1.139
u0_raw[174],1.296,0.123,1.074,1.532,0.013,0.004,91.189,415.774,1.017
u0_raw[175],-0.786,0.115,-0.998,-0.569,0.026,0.006,19.002,106.88,1.143
u0_raw[176],-0.021,0.106,-0.218,0.178,0.019,0.005,32.258,140.798,1.083
u0_raw[177],-0.274,0.189,-0.64,0.069,0.02,0.003,85.228,1108.022,1.032
u0_raw[178],1.348,0.122,1.108,1.56,0.013,0.004,86.479,438.16,1.016
sigma_u0,0.238,0.014,0.211,0.264,0.002,0.001,43.401,158.93,1.076
sigma_eps,0.256,0.001,0.255,0.258,0.0,0.0,9891.34,6481.238,1.001
u0[0],-0.177,0.025,-0.222,-0.131,0.005,0.001,27.768,133.344,1.097
u0[1],-0.053,0.022,-0.096,-0.014,0.005,0.001,23.957,90.592,1.116
u0[2],-0.221,0.024,-0.265,-0.175,0.005,0.001,27.352,101.428,1.099
u0[3],-0.268,0.025,-0.316,-0.222,0.005,0.001,29.654,150.958,1.09
u0[4],-0.413,0.024,-0.458,-0.367,0.004,0.001,29.624,108.115,1.091
u0[5],0.205,0.024,0.163,0.253,0.005,0.001,28.142,124.809,1.096
u0[6],0.258,0.038,0.189,0.331,0.004,0.001,80.029,692.194,1.036
u0[7],0.049,0.024,0.002,0.093,0.005,0.001,28.212,114.21,1.095
u0[8],0.182,0.024,0.136,0.226,0.004,0.001,28.67,152.798,1.095
u0[9],-0.101,0.054,-0.203,0.0,0.003,0.001,256.318,3129.063,1.015
u0[10],-0.149,0.025,-0.198,-0.105,0.005,0.001,31.049,158.921,1.087
u0[11],-0.042,0.024,-0.087,0.004,0.004,0.001,29.466,111.402,1.092
u0[12],0.091,0.024,0.047,0.135,0.005,0.001,26.426,80.717,1.1
u0[13],0.454,0.038,0.38,0.521,0.004,0.001,79.68,825.583,1.033
u0[14],0.022,0.025,-0.025,0.068,0.005,0.001,29.454,120.17,1.093
u0[15],-0.423,0.026,-0.471,-0.375,0.004,0.001,33.02,146.137,1.08
u0[16],-0.012,0.027,-0.062,0.039,0.005,0.001,34.988,108.547,1.076
u0[17],0.132,0.024,0.089,0.18,0.005,0.001,28.57,139.805,1.093
u0[18],-0.34,0.127,-0.569,-0.088,0.001,0.001,8189.957,6279.719,1.001
u0[19],-0.22,0.024,-0.267,-0.176,0.005,0.001,29.176,115.887,1.092
u0[20],-0.112,0.025,-0.157,-0.065,0.005,0.001,27.758,107.016,1.097
u0[21],-0.026,0.025,-0.072,0.021,0.005,0.001,30.478,154.594,1.087
u0[22],0.206,0.024,0.16,0.251,0.005,0.001,27.102,88.575,1.1
u0[23],-0.253,0.024,-0.299,-0.208,0.004,0.001,29.91,139.952,1.09
