,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[126],0.01,0.023,-0.035,0.052,0.003,0.001,56.244,251.893,1.061
u0[127],0.404,0.022,0.362,0.446,0.003,0.001,47.026,206.457,1.07
u0[128],0.278,0.023,0.235,0.32,0.003,0.001,49.514,150.868,1.068
u0[129],0.353,0.022,0.31,0.394,0.003,0.001,47.513,216.547,1.069
u0[130],-0.056,0.098,-0.239,0.128,0.001,0.001,7505.847,5567.808,1.001
u0[131],0.032,0.143,-0.252,0.289,0.002,0.002,8362.435,6267.019,1.001
u0[132],0.514,0.023,0.473,0.559,0.003,0.001,46.352,228.443,1.068
u0[133],0.355,0.024,0.311,0.4,0.003,0.001,57.649,206.063,1.058
u0[134],-0.091,0.022,-0.134,-0.051,0.003,0.001,50.502,321.245,1.067
u0[135],0.37,0.022,0.33,0.414,0.003,0.001,48.408,138.34,1.068
u0[136],-0.027,0.02,-0.064,0.011,0.003,0.001,39.04,166.982,1.088
u0[137],-0.379,0.024,-0.42,-0.332,0.003,0.001,63.085,255.211,1.057
u0[138],-0.058,0.037,-0.132,0.007,0.003,0.001,124.265,1137.914,1.03
u0[139],0.519,0.022,0.478,0.56,0.003,0.001,48.852,314.549,1.068
u0[140],-0.217,0.081,-0.371,-0.066,0.002,0.001,2114.427,5385.508,1.004
u0[141],-0.016,0.025,-0.064,0.03,0.003,0.001,71.17,270.064,1.049
u0[142],0.252,0.022,0.21,0.292,0.003,0.001,46.446,235.201,1.071
u0[143],0.447,0.022,0.407,0.491,0.003,0.001,51.372,254.245,1.066
u0[144],-0.171,0.024,-0.214,-0.126,0.003,0.001,52.374,270.056,1.062
u0[145],-0.24,0.023,-0.281,-0.196,0.003,0.001,44.266,224.317,1.072
u0[146],-0.001,0.022,-0.044,0.039,0.003,0.001,48.692,291.718,1.069
u0[147],0.326,0.02,0.289,0.364,0.003,0.001,37.774,178.776,1.088
u0[148],-0.146,0.023,-0.188,-0.1,0.003,0.001,57.73,335.997,1.061
u0[149],0.012,0.023,-0.031,0.053,0.003,0.001,55.271,308.089,1.062
u0[150],-0.094,0.021,-0.131,-0.053,0.003,0.001,45.462,127.372,1.079
u0[151],-0.094,0.022,-0.134,-0.05,0.003,0.001,52.266,272.51,1.066
u0[152],0.12,0.022,0.079,0.162,0.003,0.001,47.994,201.533,1.071
u0[153],0.233,0.144,-0.04,0.503,0.001,0.002,9826.371,5863.21,1.001
u0[154],-0.332,0.02,-0.369,-0.293,0.003,0.001,41.703,143.65,1.084
u0[155],-0.247,0.022,-0.293,-0.208,0.003,0.001,49.829,225.583,1.066
u0[156],-0.023,0.022,-0.065,0.019,0.003,0.001,50.672,194.891,1.068
u0[157],-0.27,0.022,-0.31,-0.229,0.003,0.001,46.444,174.176,1.072
u0[158],0.721,0.02,0.684,0.76,0.003,0.001,42.665,219.462,1.082
u0[159],0.445,0.023,0.4,0.486,0.003,0.001,48.543,202.373,1.068
u0[160],0.228,0.022,0.184,0.268,0.003,0.001,50.505,199.388,1.067
u0[161],0.084,0.045,0.0,0.169,0.002,0.001,506.823,2019.617,1.012
u0[162],-0.136,0.024,-0.179,-0.088,0.003,0.001,57.595,294.914,1.061
u0[163],-0.075,0.022,-0.117,-0.033,0.003,0.001,45.219,234.394,1.071
u0[164],-0.049,0.031,-0.105,0.008,0.003,0.001,112.07,947.946,1.031
u0[165],-0.263,0.021,-0.3,-0.223,0.003,0.001,44.122,241.293,1.078
u0[166],0.409,0.023,0.366,0.453,0.003,0.001,53.975,298.252,1.063
u0[167],0.245,0.022,0.203,0.286,0.003,0.001,49.596,261.517,1.069
u0[168],-0.101,0.022,-0.141,-0.058,0.003,0.001,48.721,288.185,1.071
u0[169],0.07,0.022,0.029,0.112,0.003,0.001,47.497,283.315,1.07
u0[170],0.05,0.023,0.006,0.093,0.003,0.001,55.349,205.765,1.062
u0[171],-0.038,0.023,-0.083,0.003,0.003,0.001,56.732,363.992,1.06
u0[172],0.043,0.022,0.001,0.085,0.003,0.001,53.033,326.532,1.066
u0[173],-0.238,0.024,-0.284,-0.193,0.003,0.001,56.045,285.121,1.059
u0[174],0.31,0.023,0.265,0.352,0.003,0.001,50.141,285.221,1.066
