,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_raw_gpt2_surprisal[37],-0.361,0.798,-1.821,1.219,0.008,0.009,8872.726,5209.771,1.0
u_slope_raw_gpt2_surprisal[38],0.287,0.82,-1.26,1.813,0.01,0.01,6665.726,5694.079,1.001
u_slope_raw_gpt2_surprisal[39],-0.074,0.838,-1.64,1.529,0.01,0.009,7381.202,6125.602,1.0
u_slope_raw_gpt2_surprisal[40],-0.257,1.007,-2.172,1.634,0.012,0.011,7628.082,5579.32,1.0
u_slope_raw_gpt2_surprisal[41],-0.049,0.859,-1.659,1.558,0.01,0.01,7982.874,5734.113,1.0
u_slope_raw_gpt2_surprisal[42],-0.043,0.83,-1.589,1.524,0.009,0.009,7842.219,5713.9,1.0
u_slope_raw_gpt2_surprisal[43],0.678,0.858,-0.925,2.328,0.01,0.01,7038.803,5820.932,1.0
u_slope_raw_gpt2_surprisal[44],-0.315,0.819,-1.821,1.204,0.01,0.009,6273.322,5969.396,1.0
u_slope_raw_gpt2_surprisal[45],-0.467,0.797,-1.931,1.027,0.008,0.009,8863.836,6467.759,1.0
u_slope_raw_gpt2_surprisal[46],-0.66,0.851,-2.301,0.893,0.01,0.009,6890.665,5860.678,1.002
u_slope_raw_gpt2_surprisal[47],-1.077,0.816,-2.665,0.408,0.009,0.009,8512.365,5844.776,1.0
u_slope_raw_gpt2_surprisal[48],-0.313,0.859,-2.027,1.219,0.01,0.01,8066.364,5752.5,1.001
u_slope_raw_gpt2_surprisal[49],-0.259,0.862,-1.901,1.334,0.009,0.009,8921.037,6029.902,1.0
u_slope_raw_gpt2_surprisal[50],-0.18,0.822,-1.658,1.404,0.01,0.009,7015.95,5653.707,1.0
u_slope_raw_gpt2_surprisal[51],-0.468,0.787,-1.913,1.025,0.009,0.009,7792.65,6183.784,1.0
u_slope_raw_gpt2_surprisal[52],-0.299,0.829,-1.927,1.198,0.011,0.009,5756.818,5337.709,1.0
u_slope_raw_gpt2_surprisal[53],-0.402,0.786,-1.833,1.115,0.009,0.009,7153.933,5709.687,1.0
u_slope_raw_gpt2_surprisal[54],-0.252,0.957,-2.002,1.54,0.01,0.011,9058.427,6094.272,1.0
u_slope_raw_gpt2_surprisal[55],0.17,0.843,-1.418,1.783,0.01,0.01,7760.539,5974.03,1.0
u_slope_raw_gpt2_surprisal[56],0.066,0.811,-1.468,1.582,0.009,0.009,7478.133,5471.33,1.002
u_slope_raw_gpt2_surprisal[57],1.605,0.778,0.168,3.115,0.009,0.009,7854.233,5540.979,1.001
u_slope_raw_gpt2_surprisal[58],-0.032,1.008,-2.017,1.749,0.011,0.012,8370.308,5737.431,1.0
u_slope_raw_gpt2_surprisal[59],0.262,0.82,-1.188,1.892,0.01,0.009,6980.699,6058.912,1.0
u_slope_raw_gpt2_surprisal[60],-0.542,0.807,-2.069,0.996,0.008,0.009,9741.589,6116.532,1.0
u_slope_raw_gpt2_surprisal[61],0.076,1.01,-1.797,1.969,0.012,0.011,7339.001,5873.79,1.001
u_slope_raw_gpt2_surprisal[62],1.143,0.803,-0.356,2.657,0.009,0.009,8106.993,5487.275,1.0
u_slope_raw_gpt2_surprisal[63],-0.781,0.845,-2.318,0.87,0.01,0.009,7615.484,6059.826,1.0
u_slope_raw_gpt2_surprisal[64],0.166,0.821,-1.293,1.782,0.009,0.009,8073.385,5982.931,1.0
u_slope_raw_gpt2_surprisal[65],0.2,0.821,-1.37,1.717,0.008,0.009,10269.312,5877.884,1.0
u_slope_raw_gpt2_surprisal[66],0.721,0.791,-0.718,2.242,0.009,0.009,7865.134,6049.119,1.001
u_slope_raw_gpt2_surprisal[67],-0.778,0.806,-2.307,0.738,0.01,0.009,6048.052,5946.491,1.0
u_slope_raw_gpt2_surprisal[68],0.356,0.689,-1.032,1.559,0.008,0.008,7177.405,5816.203,1.0
u_slope_raw_gpt2_surprisal[69],-0.17,0.931,-1.923,1.568,0.01,0.01,8107.708,6460.048,1.0
u_slope_raw_gpt2_surprisal[70],-0.117,0.848,-1.733,1.449,0.009,0.01,8018.63,6103.619,1.002
u_slope_raw_gpt2_surprisal[71],0.114,0.749,-1.24,1.597,0.008,0.008,8358.681,5952.798,1.001
u_slope_raw_gpt2_surprisal[72],-0.567,0.824,-2.199,0.907,0.009,0.009,7581.476,6007.515,1.001
u_slope_raw_gpt2_surprisal[73],-0.195,0.735,-1.58,1.18,0.009,0.008,6867.323,5573.42,1.001
u_slope_raw_gpt2_surprisal[74],-0.255,0.69,-1.575,1.022,0.008,0.008,8108.003,5398.467,1.0
u_slope_raw_gpt2_surprisal[75],0.573,0.867,-1.032,2.253,0.01,0.009,7216.163,5886.389,1.001
u_slope_raw_gpt2_surprisal[76],0.252,0.82,-1.305,1.735,0.009,0.009,7451.967,6011.077,1.001
u_slope_raw_gpt2_surprisal[77],-0.263,0.802,-1.691,1.317,0.01,0.009,6770.866,5803.378,1.0
u_slope_raw_gpt2_surprisal[78],0.15,0.851,-1.384,1.831,0.01,0.009,7094.358,5474.855,1.001
u_slope_raw_gpt2_surprisal[79],-0.1,0.878,-1.715,1.604,0.01,0.009,7952.366,6191.752,1.0
u_slope_raw_gpt2_surprisal[80],0.315,0.773,-1.151,1.767,0.01,0.008,6372.606,5655.178,1.001
u_slope_raw_gpt2_surprisal[81],-0.093,0.843,-1.622,1.474,0.009,0.009,9081.856,6475.357,1.001
u_slope_raw_gpt2_surprisal[82],0.493,0.824,-1.109,1.955,0.01,0.008,7498.579,5850.68,1.0
u_slope_raw_gpt2_surprisal[83],-1.633,0.719,-2.972,-0.257,0.009,0.008,6802.149,5736.078,1.001
u_slope_raw_gpt2_surprisal[84],-0.06,0.686,-1.371,1.212,0.008,0.008,7820.422,5673.884,1.0
u_slope_raw_gpt2_surprisal[85],0.257,0.804,-1.286,1.74,0.009,0.009,8570.736,5974.177,1.001
u_slope_raw_gpt2_surprisal[86],0.084,0.773,-1.384,1.513,0.008,0.009,9692.351,6168.186,1.0
u_slope_raw_gpt2_surprisal[87],-0.221,0.769,-1.669,1.216,0.008,0.009,9844.468,6230.943,1.0
u_slope_raw_gpt2_surprisal[88],-0.602,0.854,-2.217,0.982,0.009,0.01,8394.045,6008.979,1.0
