,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[112],0.156,0.022,0.114,0.196,0.004,0.001,27.778,146.086,1.101
u0[113],0.186,0.022,0.145,0.227,0.004,0.001,26.006,160.981,1.105
u0[114],0.473,0.022,0.432,0.516,0.004,0.001,29.882,161.412,1.094
u0[115],0.044,0.022,0.002,0.084,0.004,0.001,28.191,154.672,1.098
u0[116],0.308,0.02,0.272,0.346,0.004,0.001,23.329,119.393,1.123
u0[117],0.114,0.022,0.074,0.156,0.004,0.001,27.589,124.624,1.1
u0[118],-0.18,0.022,-0.224,-0.14,0.004,0.001,26.589,112.216,1.1
u0[119],-0.224,0.022,-0.265,-0.184,0.004,0.001,26.905,107.79,1.101
u0[120],0.239,0.022,0.196,0.28,0.004,0.001,29.547,137.851,1.096
u0[121],-0.236,0.022,-0.277,-0.194,0.004,0.001,26.191,142.858,1.1
u0[122],-0.3,0.02,-0.337,-0.262,0.004,0.001,21.299,93.122,1.132
u0[123],-0.187,0.026,-0.236,-0.14,0.004,0.001,39.099,476.583,1.07
u0[124],0.245,0.022,0.204,0.286,0.004,0.001,27.549,152.87,1.102
u0[125],-0.093,0.022,-0.134,-0.05,0.004,0.001,26.305,183.098,1.104
u0[126],0.014,0.023,-0.028,0.058,0.004,0.001,30.39,95.487,1.091
u0[127],0.406,0.022,0.364,0.447,0.004,0.001,28.084,121.81,1.102
u0[128],0.279,0.022,0.236,0.319,0.004,0.001,30.228,182.946,1.095
u0[129],0.354,0.022,0.312,0.394,0.004,0.001,29.314,187.758,1.098
u0[130],-0.073,0.099,-0.259,0.112,0.001,0.001,5321.01,5231.491,1.003
u0[131],0.031,0.143,-0.228,0.303,0.002,0.002,8673.277,5379.497,1.001
u0[132],0.515,0.023,0.475,0.561,0.004,0.001,27.242,166.66,1.098
u0[133],0.357,0.024,0.313,0.403,0.004,0.001,32.074,131.196,1.083
u0[134],-0.09,0.022,-0.131,-0.048,0.004,0.001,27.849,131.792,1.101
u0[135],0.371,0.022,0.331,0.413,0.004,0.001,27.285,104.995,1.101
u0[136],-0.026,0.02,-0.061,0.012,0.004,0.001,20.774,108.607,1.136
u0[137],-0.378,0.023,-0.421,-0.335,0.004,0.001,32.492,202.44,1.084
u0[138],-0.058,0.036,-0.13,0.005,0.004,0.001,98.731,1146.85,1.031
u0[139],0.52,0.022,0.481,0.562,0.004,0.001,26.968,135.36,1.102
u0[140],-0.221,0.082,-0.372,-0.062,0.001,0.001,3537.964,5744.199,1.005
u0[141],-0.014,0.025,-0.061,0.033,0.004,0.001,35.17,137.044,1.076
u0[142],0.253,0.022,0.211,0.293,0.004,0.001,27.202,174.33,1.105
u0[143],0.45,0.022,0.407,0.492,0.004,0.001,28.755,124.072,1.094
u0[144],-0.172,0.023,-0.216,-0.128,0.004,0.001,30.956,145.711,1.09
u0[145],-0.24,0.022,-0.281,-0.198,0.004,0.001,27.924,125.493,1.099
u0[146],-0.0,0.022,-0.041,0.041,0.004,0.001,27.123,136.193,1.102
u0[147],0.328,0.02,0.29,0.364,0.004,0.001,20.984,122.265,1.134
u0[148],-0.144,0.023,-0.188,-0.1,0.004,0.001,31.32,119.753,1.088
u0[149],0.013,0.023,-0.027,0.057,0.004,0.001,28.317,229.827,1.097
u0[150],-0.092,0.02,-0.132,-0.055,0.004,0.001,23.388,92.757,1.12
u0[151],-0.092,0.022,-0.133,-0.051,0.004,0.001,27.171,197.519,1.104
u0[152],0.121,0.022,0.08,0.162,0.004,0.001,26.365,151.418,1.103
u0[153],0.218,0.145,-0.052,0.487,0.002,0.002,7734.064,5783.211,1.002
u0[154],-0.33,0.02,-0.366,-0.29,0.004,0.001,22.913,89.785,1.123
u0[155],-0.245,0.022,-0.287,-0.202,0.004,0.001,27.877,126.11,1.098
u0[156],-0.02,0.022,-0.064,0.019,0.004,0.001,28.841,172.907,1.099
u0[157],-0.267,0.022,-0.306,-0.225,0.004,0.001,25.116,143.872,1.109
u0[158],0.721,0.02,0.683,0.759,0.004,0.001,21.974,126.756,1.126
u0[159],0.447,0.022,0.408,0.49,0.004,0.001,27.965,165.938,1.1
u0[160],0.229,0.022,0.188,0.272,0.004,0.001,28.353,242.917,1.097
u0[161],0.087,0.046,0.001,0.171,0.004,0.0,147.228,3204.161,1.022
u0[162],-0.135,0.024,-0.177,-0.088,0.004,0.001,30.84,213.06,1.087
u0[163],-0.075,0.022,-0.114,-0.031,0.004,0.001,27.354,173.651,1.102
u0[164],-0.051,0.03,-0.109,0.005,0.004,0.001,63.661,472.132,1.05
u0[165],-0.261,0.021,-0.298,-0.221,0.004,0.001,23.863,158.29,1.115
u0[166],0.409,0.023,0.368,0.453,0.004,0.001,28.97,162.639,1.094
u0[167],0.246,0.022,0.205,0.287,0.004,0.001,26.338,116.2,1.104
u0[168],-0.1,0.022,-0.141,-0.058,0.004,0.001,28.303,118.943,1.1
u0[169],0.072,0.022,0.033,0.114,0.004,0.001,27.1,166.86,1.103
u0[170],0.05,0.023,0.008,0.091,0.004,0.001,29.025,130.465,1.095
u0[171],-0.038,0.023,-0.083,0.005,0.004,0.001,31.676,135.387,1.087
u0[172],0.042,0.022,0.001,0.084,0.004,0.001,30.242,161.191,1.093
u0[173],-0.237,0.024,-0.28,-0.192,0.004,0.001,31.722,245.135,1.086
u0[174],0.31,0.023,0.267,0.353,0.004,0.001,29.295,88.695,1.091
u0[175],-0.183,0.022,-0.223,-0.141,0.004,0.001,28.149,139.613,1.098
u0[176],-0.001,0.023,-0.045,0.042,0.004,0.001,28.72,116.472,1.094
u0[177],-0.06,0.042,-0.141,0.017,0.003,0.0,147.151,1930.866,1.022
u0[178],0.322,0.022,0.282,0.362,0.004,0.001,26.991,149.951,1.103
