,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_raw_gpt2_surprisal[16],-0.567,0.831,-2.069,1.013,0.007,0.01,16210.448,5858.293,1.001
u_slope_raw_gpt2_surprisal[17],-0.273,0.787,-1.73,1.217,0.007,0.01,12605.94,5435.808,1.0
u_slope_raw_gpt2_surprisal[18],0.236,0.981,-1.601,2.057,0.009,0.013,12610.011,5380.193,1.001
u_slope_raw_gpt2_surprisal[19],-0.006,0.714,-1.298,1.371,0.006,0.01,14127.845,5452.452,1.001
u_slope_raw_gpt2_surprisal[20],0.11,0.812,-1.488,1.574,0.006,0.011,15857.06,5414.597,1.0
u_slope_raw_gpt2_surprisal[21],-0.435,0.739,-1.807,0.956,0.006,0.009,15896.39,5838.851,1.001
u_slope_raw_gpt2_surprisal[22],0.07,0.799,-1.441,1.527,0.006,0.01,16067.871,6002.892,1.0
u_slope_raw_gpt2_surprisal[23],0.121,0.729,-1.285,1.426,0.006,0.009,15994.788,6389.423,1.0
u_slope_raw_gpt2_surprisal[24],-0.125,0.801,-1.649,1.361,0.007,0.011,14287.286,5282.897,1.0
u_slope_raw_gpt2_surprisal[25],0.063,0.78,-1.357,1.538,0.007,0.01,13482.479,5249.921,1.0
u_slope_raw_gpt2_surprisal[26],1.046,0.708,-0.231,2.433,0.006,0.009,12346.762,5716.875,1.002
u_slope_raw_gpt2_surprisal[27],0.101,0.852,-1.536,1.671,0.007,0.011,13953.162,5383.366,1.0
u_slope_raw_gpt2_surprisal[28],-0.512,0.796,-1.981,0.996,0.007,0.01,12126.908,5798.508,1.0
u_slope_raw_gpt2_surprisal[29],-0.151,0.816,-1.629,1.462,0.006,0.01,16974.52,5691.541,1.001
u_slope_raw_gpt2_surprisal[30],0.139,0.797,-1.384,1.604,0.007,0.01,13645.955,5992.852,1.002
u_slope_raw_gpt2_surprisal[31],-0.108,0.765,-1.543,1.323,0.006,0.01,15492.137,6007.425,1.001
u_slope_raw_gpt2_surprisal[32],-0.286,0.775,-1.755,1.132,0.007,0.01,13962.356,5156.459,1.001
u_slope_raw_gpt2_surprisal[33],-0.339,0.787,-1.8,1.183,0.006,0.011,15083.755,5810.403,1.001
u_slope_raw_gpt2_surprisal[34],0.179,0.771,-1.296,1.598,0.006,0.01,15552.496,5710.902,1.0
u_slope_raw_gpt2_surprisal[35],0.533,0.661,-0.699,1.77,0.005,0.009,15702.93,6034.55,1.001
u_slope_raw_gpt2_surprisal[36],-0.04,0.762,-1.487,1.383,0.006,0.01,16239.917,5801.263,1.0
u_slope_raw_gpt2_surprisal[37],-0.027,0.745,-1.511,1.32,0.006,0.01,15725.859,5768.662,1.001
u_slope_raw_gpt2_surprisal[38],-0.15,0.748,-1.585,1.228,0.006,0.01,14078.254,5460.773,1.0
u_slope_raw_gpt2_surprisal[39],0.255,0.809,-1.236,1.824,0.006,0.011,16176.5,5537.728,1.001
u_slope_raw_gpt2_surprisal[40],-0.163,1.003,-2.105,1.684,0.008,0.013,16018.302,6114.51,1.0
u_slope_raw_gpt2_surprisal[41],-0.598,0.791,-2.048,0.921,0.006,0.01,15424.28,5801.862,1.001
u_slope_raw_gpt2_surprisal[42],-0.287,0.795,-1.785,1.239,0.006,0.01,16457.305,5926.729,1.002
u_slope_raw_gpt2_surprisal[43],0.422,0.831,-1.107,2.024,0.007,0.011,13736.829,5181.216,1.001
u_slope_raw_gpt2_surprisal[44],-0.389,0.791,-1.846,1.109,0.007,0.01,14546.27,5276.569,1.0
u_slope_raw_gpt2_surprisal[45],-0.415,0.757,-1.813,1.036,0.006,0.009,15935.708,6103.621,1.001
u_slope_raw_gpt2_surprisal[46],-0.462,0.821,-2.019,1.068,0.006,0.011,16139.533,5867.378,1.0
u_slope_raw_gpt2_surprisal[47],0.224,0.792,-1.198,1.771,0.007,0.009,12588.798,6086.548,1.0
u_slope_raw_gpt2_surprisal[48],-0.427,0.723,-1.766,0.922,0.006,0.009,12642.158,6332.674,1.001
