,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_integration_cost[0],0.002,0.005,-0.007,0.012,0.0,0.0,5144.078,3264.52,1.001
u_slope_integration_cost[1],-0.007,0.006,-0.019,0.003,0.0,0.0,1783.642,2977.802,0.999
u_slope_integration_cost[2],-0.002,0.005,-0.012,0.008,0.0,0.0,4908.966,3142.695,1.003
u_slope_integration_cost[3],-0.0,0.005,-0.011,0.01,0.0,0.0,7653.918,3290.979,1.001
u_slope_integration_cost[4],-0.004,0.006,-0.015,0.006,0.0,0.0,3792.685,3264.951,1.0
u_slope_integration_cost[5],-0.003,0.005,-0.014,0.006,0.0,0.0,4035.88,3128.794,1.001
u_slope_integration_cost[6],0.003,0.006,-0.006,0.015,0.0,0.0,4296.36,3057.537,1.001
u_slope_integration_cost[7],-0.004,0.006,-0.016,0.006,0.0,0.0,4026.251,3244.26,1.0
u_slope_integration_cost[8],0.009,0.007,-0.002,0.023,0.0,0.0,1367.493,2443.611,1.0
u_slope_integration_cost[9],0.004,0.006,-0.007,0.016,0.0,0.0,4588.523,2976.892,1.004
u_slope_integration_cost[10],0.002,0.005,-0.009,0.013,0.0,0.0,5953.04,3337.425,1.0
u_slope_integration_cost[11],0.001,0.006,-0.01,0.012,0.0,0.0,6118.244,3304.51,1.003
u_slope_integration_cost[12],-0.003,0.005,-0.013,0.008,0.0,0.0,4460.968,3066.467,1.0
u_slope_integration_cost[13],0.001,0.005,-0.009,0.012,0.0,0.0,6592.501,3425.799,1.001
u_slope_integration_cost[14],0.005,0.006,-0.004,0.017,0.0,0.0,2737.9,3458.601,1.0
u_slope_integration_cost[15],-0.001,0.005,-0.012,0.009,0.0,0.0,5911.395,2968.967,0.999
u_slope_integration_cost[16],0.001,0.005,-0.009,0.009,0.0,0.0,5720.228,3611.083,1.0
u_slope_integration_cost[17],-0.004,0.006,-0.016,0.006,0.0,0.0,4102.924,2970.563,1.001
